No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Dividend,Payout Ratio,EPS,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,EPS Q/Q,Sales Q/Q,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Beta,ATR,Volatility W,Volatility M,SMA20,SMA50,SMA200,50D High,50D Low,52W High,52W Low,RSI,from Open,Gap,Recom,Avg Volume,Rel Volume,Price,Change,Volume,Earnings,Target Price,IPO Date
2638,LYG,Lloyds Banking Group plc,Financial,Foreign Money Center Banks,United Kingdom,64.18B,24.73,3660.00,-,3.02,1.05,0.19,-,2.46%,-,0.15,284.80%,0.00%,38.90%,-11.10%,-8.80%,366.70%,-5.80%,17.54B,10.85B,81.30%,0.00%,1.70%,9.58%,0.07%,1.07,-,-,5.80%,-,-,1.99,1.99,-,-,-,10.24%,11.59%,13.95%,37.57%,-4.43%,22.03%,1.13,0.07,1.54%,1.41%,11.01%,10.42%,21.15%,0.83%,16.19%,-13.08%,55.54%,79.04,1.10%,0.00%,4.00,7.16M,0.89,3.66,1.10%,"6,353,294",May 24/b,2.28,
2637,LYB,LyondellBasell Industries N.V.,Basic Materials,Specialty Chemicals,Netherlands,34.15B,9.31,9.25,-,1.17,5.70,16.89,17.35,4.01%,36.60%,9.11,-4.70%,-9.00%,16.00%,-2.76%,-9.50%,9.70%,9.60%,402.87M,323.84M,0.10%,-91.97%,76.50%,0.18%,2.64%,3.25,16.30%,61.90%,24.60%,2.10,1.30,1.39,1.48,20.50%,17.40%,13.10%,-0.77%,-6.58%,-10.25%,7.51%,1.09%,-0.29%,1.05,1.75,1.57%,1.81%,-3.31%,-5.26%,1.25%,-9.80%,0.09%,-12.40%,23.72%,34.46,-1.90%,-1.17%,2.50,2.63M,1.73,84.76,-3.04%,"4,565,433",Apr 28/b,98.33,
2636,LXU,"LSB Industries, Inc.",Basic Materials,Chemicals - Major Diversified,USA,311.20M,-,21.61,-,0.83,0.61,-,-,-,0.00%,-5.07,-146.70%,142.10%,-28.40%,12.00%,-14.20%,45.70%,-80.50%,28.24M,21.08M,4.20%,-0.08%,69.80%,-0.54%,31.93%,11.93,4.80%,14.40%,-6.20%,1.50,1.30,0.83,0.88,-13.20%,-26.40%,17.30%,53.70%,18.75%,29.19%,79.77%,-19.68%,30.88%,4.48,0.70,12.42%,7.42%,30.58%,21.93%,22.01%,-5.81%,61.58%,-28.90%,143.81%,69.77,12.91%,-2.20%,1.00,564.15K,2.46,11.02,10.42%,"1,388,361",Apr 24/a,14.75,
2635,LXRX,"Lexicon Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,1.62B,-,-,-,19.46,10.34,4.68,-,-,-,-1.36,-9.60%,32.90%,10.60%,-,114.20%,-141.60%,-81.90%,103.83M,103.83M,0.20%,0.00%,95.20%,-0.01%,14.19%,16.17,-26.20%,-69.60%,-53.00%,2.20,2.20,0.54,0.64,-,-,-,4.28%,6.26%,12.30%,1.36%,11.82%,12.87%,0.50,0.40,1.92%,2.65%,6.30%,3.52%,-0.03%,-10.70%,15.80%,-20.44%,35.50%,61.80,-0.45%,0.45%,2.00,911.30K,0.54,15.61,0.00%,"488,350",Jun 02/b,26.33,
2634,LXP,Lexington Realty Trust,Financial,REIT - Diversified,USA,2.44B,27.05,36.32,5.41,5.68,1.84,28.17,-,6.88%,179.80%,0.38,-15.30%,6.46%,31.20%,5.00%,8.00%,-38.80%,-4.30%,239.90M,216.09M,2.30%,-0.09%,76.40%,1.00%,1.73%,2.53,2.50%,6.70%,2.60%,-,-,1.43,1.43,89.00%,19.50%,20.70%,-2.96%,2.62%,-1.89%,4.29%,22.62%,-4.16%,0.97,0.16,1.87%,1.58%,-1.04%,-1.50%,0.14%,-9.37%,5.19%,-9.37%,25.59%,40.68,-1.07%,-0.10%,3.20,1.48M,0.88,10.17,-1.17%,"1,305,164",May 31/b,10.38,
2633,LXFT,"Luxoft Holding, Inc.",Technology,Application Software,Switzerland,2.04B,32.74,17.71,2.05,2.72,5.55,-,26.98,-,0.00%,1.88,8.10%,20.44%,18.00%,15.98%,26.80%,5.30%,20.40%,33.08M,20.78M,3.53%,0.00%,89.70%,-0.09%,3.17%,3.86,14.40%,19.00%,21.90%,3.30,3.30,0.00,0.00,40.20%,9.30%,8.50%,-1.44%,1.90%,1.48%,17.43%,4.74%,9.70%,1.46,1.14,1.52%,1.90%,0.02%,3.60%,10.32%,-2.91%,13.12%,-6.84%,32.35%,53.87,-0.56%,0.16%,2.10,170.25K,0.41,61.65,-0.40%,"69,955",May 16/a,68.73,
2632,LXFR,Luxfer Holdings PLC,Industrial Goods,Diversified Machinery,United Kingdom,304.88M,14.29,9.63,1.34,0.73,2.19,22.42,-,4.28%,15.10%,0.82,39.40%,16.17%,-27.30%,10.66%,-4.10%,-54.70%,-10.50%,26.08M,4.28M,-,-,85.80%,-0.02%,0.96%,0.85,5.00%,15.20%,11.30%,2.90,1.40,0.85,0.85,22.50%,8.60%,5.30%,5.51%,-1.60%,5.99%,25.78%,-4.22%,9.72%,0.87,0.26,2.04%,2.31%,2.73%,2.39%,7.31%,-3.14%,7.74%,-8.74%,28.76%,60.99,1.48%,-0.52%,2.00,48.22K,1.13,11.69,0.95%,"54,314",Mar 07/a,13.75,
2631,LWAY,"Lifeway Foods, Inc.",Consumer Goods,Food - Major Diversified,USA,157.54M,44.65,41.74,4.47,1.27,3.20,17.90,82.91,-,0.00%,0.22,78.30%,0.00%,4.40%,10.00%,12.10%,48.60%,2.40%,16.41M,4.63M,4.70%,0.00%,17.30%,-0.07%,1.90%,4.30,5.20%,7.30%,7.10%,3.00,2.10,0.13,0.15,28.70%,4.90%,2.80%,-3.03%,-10.28%,-12.96%,-44.51%,-1.74%,-16.59%,0.35,0.48,5.59%,4.78%,-3.40%,-8.70%,-21.35%,-20.60%,4.35%,-48.05%,10.60%,42.26,-1.74%,1.77%,1.50,20.48K,0.28,9.60,0.00%,"5,677",May 09/a,13.45,
2630,LW,"Lamb Weston Holdings, Inc.",Consumer Goods,Food - Major Diversified,USA,6.10B,20.92,18.14,4.50,1.96,-,162.66,36.50,1.80%,0.00%,2.00,6.30%,-0.22%,-,4.65%,-,-19.90%,5.50%,146.10M,146.05M,-,-,77.80%,0.27%,0.92%,1.13,12.70%,83.20%,15.00%,1.60,0.60,-,-,24.70%,14.40%,9.40%,-0.77%,-1.65%,15.08%,-,-,11.37%,-,0.73,1.62%,1.85%,-1.09%,0.74%,9.13%,-3.55%,7.33%,-3.55%,42.31%,47.97,-1.97%,-0.12%,2.20,1.19M,0.99,41.75,-2.09%,"1,174,543",Apr 06/b,45.50,
2629,LVS,Las Vegas Sands Corp.,Services,Resorts & Casinos,USA,45.96B,28.09,21.69,10.03,4.03,7.59,21.60,-,4.95%,137.10%,2.10,-14.80%,6.96%,6.10%,2.80%,3.90%,9.30%,7.50%,779.15M,393.72M,20.10%,-0.11%,39.60%,0.53%,2.47%,2.73,8.10%,26.10%,14.30%,1.10,1.10,1.53,1.55,48.80%,21.80%,14.60%,2.81%,3.04%,12.06%,4.30%,35.71%,11.87%,1.84,1.08,2.10%,1.75%,3.41%,6.82%,8.92%,-1.44%,16.36%,-4.52%,47.85%,66.97,-0.54%,0.19%,2.20,3.57M,1.16,58.99,-0.35%,"4,126,383",Apr 26/a,60.35,
2628,LVNTA,Liberty Ventures,Services,Catalog & Mail Order Houses,USA,15.27B,9.99,-,-,35.68,3.10,-,106.79,-,0.00%,5.39,243.20%,75.00%,114.60%,-,-,103.20%,-74.30%,283.58M,-,5.50%,-12.56%,91.70%,0.18%,-,6.03,12.30%,40.40%,-9.60%,0.70,0.70,0.42,0.87,37.90%,-10.00%,-,3.10%,21.94%,23.94%,35.37%,38.86%,46.05%,1.26,1.09,1.86%,2.13%,5.70%,15.31%,29.91%,-2.07%,27.30%,-2.07%,57.18%,76.14,-0.94%,0.17%,1.80,669.81K,0.91,53.85,-0.77%,"609,461",May 09/b,57.25,
2627,LVLT,"Level 3 Communications, Inc.",Technology,Diversified Communication Services,USA,21.87B,32.49,34.12,-,2.68,2.00,12.02,21.68,-,0.00%,1.87,-80.40%,17.95%,18.20%,-,13.50%,-92.40%,-1.00%,359.95M,359.15M,0.60%,-7.68%,85.20%,0.02%,1.52%,2.42,2.70%,6.40%,5.70%,1.80,1.80,1.00,1.00,50.20%,17.20%,8.30%,1.17%,7.48%,1.93%,29.50%,12.10%,7.81%,1.23,0.62,1.02%,1.03%,2.62%,5.12%,11.99%,-0.93%,9.97%,-0.93%,38.06%,70.32,-0.18%,-0.02%,2.80,2.25M,0.78,60.76,-0.20%,"1,756,116",May 03/a,63.00,
2626,LUX,Luxottica Group S.p.A.,Services,Apparel Stores,Italy,27.99B,30.47,26.88,8.23,2.88,4.46,-,-,1.68%,-,1.90,6.20%,5.96%,13.00%,3.70%,7.90%,282.50%,116.70%,484.30M,143.16M,76.00%,0.00%,1.70%,0.11%,0.10%,2.40,-,-,11.20%,1.40,1.00,0.29,0.35,65.30%,-,-,5.55%,4.35%,6.88%,19.97%,11.64%,7.64%,0.54,0.76,0.74%,0.97%,4.63%,6.66%,12.62%,-0.99%,12.93%,-0.99%,28.87%,67.71,-0.50%,-0.34%,1.50,59.96K,0.86,57.80,-0.84%,"51,717",May 02,41.00,
2625,LUV,Southwest Airlines Co.,Services,Regional Airlines,USA,34.74B,15.88,12.19,1.46,1.70,4.12,10.51,18.06,0.71%,10.50%,3.54,8.50%,21.46%,72.90%,10.84%,5.50%,2.70%,2.00%,618.00M,603.43M,0.30%,-9.23%,83.20%,0.02%,1.35%,1.50,9.90%,28.20%,20.60%,0.70,0.60,0.35,0.42,75.10%,18.40%,11.00%,1.06%,5.12%,6.86%,46.97%,28.75%,13.00%,1.05,1.17,1.80%,1.82%,2.53%,1.66%,21.24%,-5.63%,10.00%,-5.63%,59.77%,53.95,0.54%,0.30%,1.90,5.42M,0.92,56.22,0.84%,"4,996,826",Apr 27/b,62.87,
2624,LUNA,Luna Innovations Incorporated,Technology,Scientific & Technical Instruments,USA,42.67M,-,-,-,0.72,1.21,3.33,-,-,-,-0.09,66.10%,-,14.30%,-,15.50%,163.50%,3.20%,27.71M,23.45M,7.90%,-3.72%,16.80%,57.52%,0.35%,1.09,-4.50%,-7.10%,-5.10%,2.30,1.80,0.07,0.13,36.70%,-3.30%,-4.20%,4.76%,-10.98%,-21.03%,14.93%,46.67%,4.76%,1.21,0.09,5.45%,6.15%,-5.87%,-12.25%,1.29%,-28.37%,11.59%,-33.91%,58.76%,40.09,1.32%,-0.65%,2.00,75.44K,0.13,1.54,0.65%,"10,129",Mar 16/a,2.25,
2623,LULU,Lululemon Athletica Inc.,Consumer Goods,Textile - Apparel Clothing,Canada,6.94B,23.53,19.73,1.69,2.96,5.24,9.44,29.45,-,0.00%,2.21,16.80%,13.72%,11.80%,13.95%,18.60%,16.60%,12.20%,133.45M,106.88M,0.10%,0.00%,98.00%,-1.64%,9.86%,3.17,20.40%,25.00%,22.20%,4.80,3.60,0.00,0.00,51.20%,18.00%,12.90%,-2.03%,-21.57%,-22.18%,-8.79%,-20.70%,-19.99%,0.15,1.64,2.22%,2.39%,0.49%,-12.87%,-19.82%,-23.39%,5.26%,-36.44%,5.26%,37.42,-1.53%,0.08%,2.50,3.33M,1.27,52.00,-1.46%,"4,233,362",Mar 29/a,62.60,
2622,LUK,Leucadia National Corporation,Financial,Investment Brokerage - National,USA,9.01B,75.57,16.17,4.20,0.90,0.90,-,-,0.98%,-,0.34,-53.30%,-7.10%,43.90%,18.00%,49.30%,144.10%,9.60%,354.91M,322.59M,6.40%,-0.87%,76.50%,0.00%,0.98%,1.70,-,-,0.50%,-,-,-,-,31.70%,-,-,-0.47%,-2.72%,6.39%,35.73%,51.58%,9.46%,1.41,0.47,1.87%,1.52%,-2.14%,-2.64%,16.03%,-6.91%,2.87%,-6.91%,65.39%,39.37,-2.61%,-0.27%,1.00,1.85M,1.02,25.39,-2.87%,"1,895,718",Feb 27/b,31.00,
2621,LUB,"Luby's, Inc.",Services,Restaurants,USA,89.70M,-,-,-,0.23,0.59,64.07,-,-,-,-0.48,-529.20%,-,-13.90%,7.00%,3.40%,-,-6.30%,30.51M,19.21M,15.70%,-0.24%,49.00%,-0.05%,1.64%,7.43,-10.60%,-16.50%,-4.00%,0.30,0.20,0.23,0.25,69.30%,-4.10%,-6.70%,1.03%,-6.67%,-24.03%,-30.50%,-41.78%,-31.31%,0.89,0.10,3.21%,3.67%,-4.79%,-9.46%,-26.61%,-20.11%,3.16%,-42.35%,3.16%,33.89,-1.67%,0.34%,3.00,42.46K,1.30,2.94,-1.34%,"55,040",Apr 19/a,5.00,
2620,LTXB,"LegacyTexas Financial Group, Inc.",Financial,Regional - Southwest Banks,USA,1.75B,18.86,14.26,1.57,5.26,1.95,4.39,-,1.59%,29.30%,2.01,37.20%,20.83%,20.90%,12.00%,22.30%,-19.10%,20.50%,46.25M,41.96M,2.10%,0.00%,82.90%,0.00%,3.19%,4.88,1.10%,10.70%,19.80%,-,-,0.15,0.15,-,76.10%,28.10%,3.26%,-2.47%,-9.10%,14.86%,57.20%,-11.52%,1.14,1.54,2.49%,3.94%,-0.22%,-5.65%,4.05%,-15.53%,20.51%,-15.53%,63.82%,45.04,-0.50%,0.16%,2.10,274.75K,1.59,37.81,-0.34%,"437,409",Apr 18/a,42.25,
2619,LTS,Ladenburg Thalmann Financial Services Inc.,Financial,Investment Brokerage - National,USA,548.24M,-,-,-,0.50,1.45,5.54,77.22,-,-,-0.29,-34.70%,-,-24.08%,15.00%,32.30%,26.60%,1.00%,197.21M,108.36M,3.80%,0.94%,13.00%,-0.05%,3.47%,21.19,-9.70%,-14.70%,-3.20%,-,-,0.07,0.07,23.30%,-0.20%,-4.80%,16.81%,12.10%,20.87%,29.91%,3.35%,13.93%,1.98,0.13,5.78%,4.84%,11.87%,18.67%,19.32%,2.58%,35.61%,-3.14%,70.55%,70.17,4.12%,-1.11%,4.00,177.57K,2.30,2.78,2.96%,"408,672",Mar 16/b,-,
2618,LTRX,"Lantronix, Inc.",Technology,Networking & Communication Devices,USA,48.92M,-,-,-,1.15,2.41,7.30,61.14,-,-,-0.05,30.80%,25.00%,23.90%,20.00%,-3.80%,103.80%,17.90%,17.47M,10.75M,3.10%,7.63%,28.10%,-6.85%,0.65%,0.28,-2.70%,-4.00%,-10.00%,2.10,1.20,0.00,0.01,49.80%,-1.70%,-1.80%,-11.95%,-18.13%,30.23%,89.19%,154.55%,64.71%,0.09,0.29,14.09%,9.17%,-16.93%,-6.78%,47.22%,-31.54%,31.46%,-31.54%,191.67%,40.91,-17.65%,2.41%,2.00,246.67K,2.15,2.80,-15.66%,"530,377",Apr 27/a,2.50,
2617,LTRPA,"Liberty TripAdvisor Holdings, Inc.",Consumer Goods,"Recreational Goods, Other",USA,1.08B,55.06,-,-,0.70,1.37,1.40,4.73,-,0.00%,0.27,152.50%,20.50%,11.40%,-,58.10%,252.20%,-1.70%,73.35M,72.03M,6.21%,-0.73%,98.30%,1.30%,2.01%,1.78,0.30%,2.50%,1.70%,2.30,-,0.69,0.79,-,1.50%,1.30%,6.91%,3.52%,-16.00%,-30.17%,-32.20%,-2.33%,-,0.43,3.21%,2.94%,6.81%,5.32%,-18.91%,-18.56%,13.51%,-40.34%,13.51%,67.25,-0.68%,0.34%,3.00,813.87K,0.75,14.70,-0.34%,"609,906",-,17.87,
2616,LTEA,Long Island Iced Tea Corp.,Consumer Goods,Beverages - Soft Drinks,USA,40.90M,-,-,-,10.49,8.29,11.36,-,-,-,-1.71,-,-,-,-,-,-,120.00%,7.96M,3.80M,4.80%,0.00%,0.90%,-,0.83%,0.88,-,-,-,2.10,1.70,0.02,0.04,5.40%,-,-,13.93%,30.41%,25.63%,-5.72%,-,23.22%,-,0.26,8.52%,6.76%,28.59%,28.11%,12.84%,0.61%,45.01%,-13.65%,45.01%,74.79,3.38%,2.36%,-,35.57K,1.76,5.14,5.83%,"62,675",Jan 09,-,
2615,LTC,"LTC Properties, Inc.",Financial,REIT - Healthcare Facilities,USA,1.88B,21.75,21.07,5.44,11.64,2.53,235.07,-,4.77%,99.20%,2.20,13.40%,3.42%,10.60%,4.00%,14.10%,9.30%,12.60%,39.31M,38.93M,1.30%,-0.78%,86.10%,0.10%,3.86%,7.34,6.20%,11.80%,6.00%,-,-,0.82,0.82,-,49.70%,52.40%,-3.31%,1.06%,3.89%,-1.87%,6.78%,3.49%,0.25,0.67,1.99%,1.28%,-1.53%,1.24%,0.28%,-3.90%,7.36%,-8.88%,13.57%,43.19,-1.99%,-0.04%,2.80,205.08K,1.01,47.84,-2.03%,"208,078",May 08/a,50.86,
2614,LTBR,Lightbridge Corporation,Basic Materials,Synthetics,USA,13.59M,-,-,-,16.99,1.74,3.78,-,-,-,-1.32,-25.20%,-,9.00%,-,-34.60%,43.30%,33.30%,9.31M,9.31M,1.00%,9.38%,1.90%,-,7.56%,4.81,-150.60%,-243.60%,-136.30%,3.80,3.80,0.00,0.00,40.00%,-,-,16.80%,30.94%,46.91%,21.67%,-32.09%,28.07%,0.75,0.12,6.69%,11.32%,13.39%,27.63%,-10.55%,-5.19%,53.68%,-60.00%,70.76%,65.26,9.77%,1.53%,-,146.27K,2.49,1.46,11.45%,"363,781",Mar 28/a,10.50,
2613,LSTR,"Landstar System, Inc.",Services,Trucking,USA,3.57B,26.26,21.87,2.06,1.13,6.58,14.54,23.29,0.42%,10.40%,3.25,-3.50%,12.50%,6.70%,12.73%,3.80%,6.90%,5.20%,41.78M,41.58M,0.70%,-20.13%,-,0.04%,3.52%,4.95,13.50%,27.10%,19.70%,1.90,1.90,0.17,0.32,15.40%,7.00%,4.30%,0.00%,0.00%,1.41%,21.05%,29.66%,0.28%,0.69,1.58,1.80%,1.61%,-0.06%,-0.34%,9.31%,-4.14%,3.95%,-5.79%,33.62%,48.30,-1.50%,0.17%,2.90,295.81K,1.02,85.45,-1.33%,"301,367",Apr 26/a,82.40,
2612,LSI,"Life Storage, Inc.",Technology,Semiconductor - Specialized,USA,3.63B,38.26,31.52,4.78,7.86,1.75,153.37,-,5.10%,179.60%,2.05,-37.90%,11.42%,15.60%,8.00%,18.20%,-52.80%,35.50%,46.37M,45.71M,1.40%,-0.11%,94.10%,-0.03%,5.64%,6.67,2.50%,4.40%,3.60%,-,-,0.79,0.79,67.30%,29.20%,18.40%,-8.09%,-3.63%,-2.77%,-4.05%,-24.82%,-5.89%,0.60,1.68,3.10%,1.87%,-6.66%,-6.87%,-7.72%,-11.12%,-1.30%,-29.57%,4.21%,27.22,-1.50%,-0.06%,2.60,386.04K,2.50,78.39,-1.56%,"966,169",May 03/a,89.42,
2611,LSCC,Lattice Semiconductor Corporation,Technology,Semiconductor - Specialized,USA,826.63M,-,14.91,-,1.94,3.08,7.07,33.07,-,-,-0.45,66.80%,35.29%,-22.00%,20.00%,6.10%,82.50%,16.70%,120.50M,115.37M,0.40%,0.00%,89.00%,0.13%,2.19%,3.22,-7.00%,-19.40%,-6.10%,2.00,1.50,1.11,1.24,57.70%,-6.30%,-12.70%,0.15%,-1.72%,-5.77%,9.41%,24.50%,-6.79%,1.44,0.13,1.46%,1.74%,-0.05%,-1.19%,1.65%,-9.14%,3.00%,-14.14%,40.29%,46.46,0.15%,0.00%,2.80,785.39K,0.62,6.86,0.15%,"484,392",May 17/a,7.98,
2610,LSBK,"Lake Shore Bancorp, Inc.",Financial,Savings & Loans,USA,96.48M,26.99,-,-,5.51,1.26,2.06,33.27,2.03%,47.70%,0.59,3.50%,-,-2.00%,-,-3.30%,-83.70%,0.00%,6.11M,2.26M,2.20%,-0.53%,14.70%,-26.72%,0.36%,8.65,0.70%,4.60%,14.00%,-,-,0.25,0.25,-,80.40%,20.10%,0.89%,3.54%,-2.02%,18.19%,19.12%,-2.89%,0.08,0.10,0.07%,0.27%,0.72%,0.76%,9.68%,-1.00%,8.34%,-4.82%,21.74%,58.11,-0.32%,-0.37%,-,0.94K,0.48,15.79,-0.69%,446,May 02,-,
2609,LRN,K12 Inc.,Services,Education & Training Services,USA,751.36M,68.80,39.85,4.59,0.84,1.28,4.13,12.91,-,0.00%,0.27,-20.40%,25.46%,-8.70%,15.00%,10.80%,31.80%,5.90%,39.86M,37.78M,4.50%,-2.23%,82.00%,-0.06%,1.18%,1.88,1.50%,2.00%,1.60%,3.70,3.50,0.02,0.05,37.30%,1.70%,1.20%,-3.97%,2.45%,-3.78%,62.22%,53.88%,9.85%,0.03,0.69,5.26%,3.33%,-2.34%,0.86%,21.33%,-8.98%,7.16%,-8.98%,85.35%,45.85,-8.32%,1.48%,1.30,236.90K,3.14,18.85,-6.96%,"743,643",Apr 27/a,21.33,
2608,LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Materials,USA,23.67B,18.47,13.56,0.92,3.28,3.51,4.02,17.76,1.24%,15.30%,7.84,40.90%,8.04%,-2.10%,20.11%,12.70%,277.40%,63.90%,163.41M,161.26M,0.30%,-42.24%,-,0.80%,6.88%,6.45,11.80%,22.70%,9.00%,3.20,2.80,0.29,0.42,44.80%,21.70%,19.80%,3.48%,13.27%,22.97%,49.21%,88.13%,37.52%,1.42,2.63,1.65%,1.65%,8.96%,15.10%,36.63%,-2.13%,28.45%,-2.13%,104.23%,76.92,-1.13%,-0.34%,1.90,1.72M,1.19,144.85,-1.46%,"2,053,737",Apr 18/a,154.20,
2607,LRAD,LRAD Corporation,Technology,Scientific & Technical Instruments,USA,50.56M,-,-,-,3.06,1.47,2.79,168.54,2.52%,-,-0.05,-113.90%,-,-17.80%,15.00%,-9.20%,-118.30%,3.60%,31.80M,31.23M,5.75%,-9.73%,52.10%,0.02%,0.14%,1.10,-4.60%,-4.90%,-4.10%,9.70,7.70,0.00,0.00,46.10%,-13.80%,-10.40%,21.37%,4.61%,0.00%,-4.79%,-12.64%,-7.02%,0.63,0.09,8.03%,6.42%,10.11%,4.15%,-7.53%,-8.62%,22.31%,-26.96%,22.31%,58.03,3.92%,0.66%,3.00,40.50K,0.70,1.59,4.61%,"28,372",May 03/a,3.00,
2606,LQDT,"Liquidity Services, Inc.",Services,Catalog & Mail Order Houses,USA,243.20M,-,-,-,0.76,1.57,1.92,5.78,-,-,-2.05,44.00%,61.00%,-36.60%,-,-0.70%,-57.60%,7.40%,31.18M,25.31M,0.80%,-39.00%,70.10%,-0.14%,1.13%,2.76,-23.00%,-33.60%,-37.60%,2.10,1.80,0.00,0.00,53.80%,-10.90%,-19.60%,2.63%,0.00%,-20.00%,-12.36%,39.53%,-20.00%,0.41,0.24,1.93%,3.42%,3.00%,-0.66%,-14.17%,-10.86%,10.64%,-32.11%,41.82%,52.38,-1.27%,0.00%,3.00,103.77K,0.66,7.80,-1.27%,"68,680",May 04/b,9.50,
2605,LQ,LA QUINTA HOLDINGS INC.,Services,Resorts & Casinos,USA,1.64B,1763.75,32.14,352.75,1.63,2.49,10.20,13.77,-,0.00%,0.01,-105.30%,1.15%,-17.15%,5.00%,-,-100.40%,-2.80%,116.13M,115.04M,1.30%,0.00%,-,0.17%,2.44%,2.85,0.00%,-0.20%,3.30%,1.40,1.40,2.57,2.59,56.80%,7.80%,-0.10%,2.77%,3.83%,-3.55%,39.01%,12.34%,-0.70%,-,0.34,2.51%,2.26%,3.12%,3.07%,11.93%,-4.47%,19.98%,-6.25%,45.02%,57.77,-2.69%,0.35%,2.90,988.20K,1.01,14.11,-2.35%,"997,348",May 03/a,14.28,
2604,LPX,Louisiana-Pacific Corporation,Services,Building Materials Wholesale,USA,3.68B,24.89,13.74,4.98,1.65,3.09,5.58,16.91,-,0.00%,1.03,271.30%,10.11%,22.70%,5.00%,10.90%,665.50%,18.80%,142.88M,142.88M,0.60%,-16.20%,93.80%,0.10%,1.59%,1.17,6.70%,13.40%,10.60%,4.40,3.40,0.31,0.32,22.80%,8.40%,6.70%,-0.92%,5.93%,31.93%,45.84%,55.15%,35.97%,1.21,0.62,2.41%,2.24%,0.20%,4.33%,24.07%,-4.42%,12.16%,-4.42%,63.53%,53.31,-2.76%,0.46%,2.80,1.94M,0.99,25.74,-2.31%,"1,913,334",May 05/b,24.72,
2603,LPTX,"Leap Therapeutics, Inc.",Healthcare,Biotechnology,USA,64.66M,-,-,-,-,-,80.82,-,-,-,-2.73,-112.70%,10.10%,-,-,-,-110.30%,-,9.12M,9.12M,-,-,-,-,0.17%,0.58,-,-,-,0.10,0.10,-,-,-,-,-,-2.21%,-14.58%,-8.75%,-,-,-9.80%,-,0.45,6.07%,5.73%,-10.92%,-10.95%,-9.20%,-24.90%,5.04%,-29.80%,17.97%,37.34,3.57%,-2.35%,1.50,26.49K,0.30,7.09,1.14%,"7,853",-,15.50,
2602,LPTH,"LightPath Technologies, Inc.",Industrial Goods,Industrial Electrical Equipment,USA,58.24M,20.15,16.36,-,2.96,2.05,10.22,97.07,-,0.00%,0.13,272.40%,37.50%,20.10%,-,11.50%,274.60%,40.50%,21.57M,17.33M,0.10%,-,21.60%,8.50%,3.31%,1.37,11.00%,17.20%,16.00%,3.40,2.40,0.51,0.55,54.90%,12.40%,11.90%,-4.59%,3.05%,58.82%,74.19%,41.36%,75.32%,-0.46,0.19,6.73%,8.11%,0.61%,9.70%,43.16%,-16.92%,42.22%,-16.92%,123.14%,54.76,-2.88%,0.00%,1.50,419.09K,0.38,2.70,-2.88%,"159,042",May 17/a,2.92,
2601,LPT,Liberty Property Trust,Financial,REIT - Office,USA,5.95B,16.72,34.62,3.34,7.96,1.98,136.37,-,3.94%,77.90%,2.43,51.00%,6.55%,29.00%,5.00%,6.90%,140.00%,-10.20%,146.56M,145.77M,0.80%,-1.30%,98.40%,0.75%,1.25%,2.14,5.50%,12.20%,4.10%,-,-,0.85,0.85,71.30%,30.50%,47.80%,-0.88%,6.88%,6.88%,5.59%,19.73%,3.80%,0.88,0.61,1.81%,1.47%,1.15%,3.91%,4.46%,-1.84%,10.19%,-1.84%,25.45%,59.10,-0.61%,-0.37%,2.70,851.26K,1.22,40.57,-0.98%,"1,041,872",Apr 25/b,40.56,
2600,LPSN,"LivePerson, Inc.",Technology,Business Software & Services,USA,410.94M,-,47.00,-,1.84,2.84,7.49,33.41,-,-,-0.46,1.50%,70.45%,-32.70%,22.50%,10.90%,53.80%,-5.20%,58.29M,53.49M,0.50%,-19.13%,76.80%,1.32%,2.91%,5.38,-11.60%,-17.10%,-18.30%,1.20,1.20,0.00,0.00,71.60%,-8.70%,-11.60%,0.71%,1.44%,-5.37%,-16.96%,14.45%,-6.62%,1.07,0.25,3.39%,3.81%,1.59%,1.91%,-7.51%,-6.62%,8.80%,-20.34%,29.83%,50.59,-2.08%,0.70%,2.30,289.13K,0.40,7.05,-1.40%,"116,464",May 10/a,9.08,
2599,LPNT,"LifePoint Health, Inc.",Healthcare,Hospitals,USA,2.51B,21.80,13.27,2.86,0.39,1.14,26.08,70.21,-,0.00%,2.85,-28.50%,12.03%,-2.60%,7.61%,16.00%,-8.30%,17.10%,40.33M,38.98M,1.90%,-9.93%,94.90%,0.30%,8.08%,7.57,1.90%,5.50%,2.60%,1.70,1.50,1.33,1.34,35.40%,3.20%,1.90%,2.14%,-3.04%,3.58%,3.84%,-15.01%,9.42%,0.96,1.56,2.70%,2.33%,-1.65%,-1.72%,3.68%,-12.40%,5.52%,-17.90%,22.83%,46.50,0.08%,2.22%,2.80,416.41K,1.22,62.15,2.30%,"506,634",Apr 28/b,67.44,
